ticker,company_name,sources,investor_count,aggregate_activity,fundamentals_pe_ratio,fundamentals_forward_pe,fundamentals_pb_ratio,fundamentals_peg_ratio,fundamentals_week_52_high,fundamentals_week_52_low,fundamentals_pct_above_52w_low,fundamentals_pct_below_52w_high,fundamentals_current_price,fundamentals_previous_close,fundamentals_total_cash,fundamentals_total_debt,fundamentals_long_term_debt,fundamentals_net_debt,fundamentals_market_cap,fundamentals_insider_pct,fundamentals_institutional_pct,fundamentals_sector,fundamentals_industry,fundamentals_country,fundamentals_currency,fundamentals_exchange,fundamentals_is_international,investors
ALK,"Alaska Air Group, Inc.",Dataroma,1,Add,42.57851,9.1740675,1.4735156,N/A,78.08,37.63,36.91,34.02,51.52,50.3,2272000000,6471000064,N/A,4199000064,5975733760,0.56,91.23,Industrials,Airlines,United States,USD,NYQ,False,Christopher Bloomstran
ALL,The Allstate Corporation,Dataroma,2,Reduce,6.6089497,8.450824,2.0938118,N/A,215.89,176.0,15.81,5.59,203.82,208.15,9674000384,8089999872,N/A,-1584000512,53707657216,0.55,81.02,Financial Services,Insurance - Property & Casualty,United States,USD,NYQ,False,"Lee Ainslie, Thomas Gayner"
ALLE,Allegion plc,Dataroma,1,Hold,21.77402,18.094475,7.1114154,N/A,180.68,116.57,38.04,10.94,160.91,159.22,302700000,2259699968,N/A,1956999968,13843401728,1.12,98.6,Industrials,Security & Protection Services,Ireland,USD,NYQ,False,Warren Buffett
ALLY,Ally Financial Inc.,Dataroma,4,Add,27.401197,8.502873,1.1010852,N/A,46.785,29.52,55.01,2.19,45.76,45.29,10250000384,20733999104,N/A,10483998720,14096513024,10.35,84.39,Financial Services,Credit Services,United States,USD,NYQ,False,"Bill Nygren, Warren Buffett, Francis Chou, Sarah Ketterer"
ALNY,"Alnylam Pharmaceuticals, Inc.",Dataroma,2,Buy,1429.1786,35.786373,225.44789,N/A,495.55,205.87,94.38,19.25,400.17,397.65,2724623872,2773308928,N/A,48685056,52867989504,1.47,1.0,Healthcare,Biotechnology,United States,USD,NMS,False,"Polen Capital Management, Dodge & Cox"
ALTG,Alta Equipment Group Inc.,Dataroma,1,Reduce,N/A,13.300768,55.666668,N/A,8.99,3.54,41.53,44.27,5.01,4.6,14100000,1220800000,N/A,1206700000,161498784,26.54,64.26,Industrials,Rental & Leasing Services,United States,USD,NYQ,False,First Eagle Investment Management
ALV,"Autoliv, Inc.",Dataroma,1,Hold,12.6639,11.0886965,3.638206,N/A,129.54,75.49,61.72,5.76,122.08,118.7,225000000,2190000128,N/A,1965000128,9376624640,0.32,72.01,Consumer Cyclical,Auto Parts,Sweden,USD,NYQ,False,Tweedy Browne Co.
ALVO,Alvotech,Dataroma,1,Hold,21.73913,14.5619755,-8.488964,N/A,13.7,4.32,15.74,63.5,5.0,5.13,42848000,1282161024,N/A,1239313024,1558005760,61.77,5.88,Healthcare,Drug Manufacturers - Specialty & Generic,Luxembourg,USD,NGM,False,Howard Marks
ALVOW,Alvotech,Dataroma,1,Hold,N/A,N/A,-1.1241087,N/A,0.6621,0.6499,1.88,0.0,0.6621,0.6621,42848000,1282161024,N/A,1239313024,N/A,N/A,N/A,,,Luxembourg,USD,NGM,False,Howard Marks
AM,Antero Midstream Corporation,Dataroma,2,Reduce,18.306122,14.397149,4.1412745,N/A,19.82,15.075,19.0,9.49,17.94,17.79,N/A,3008694016,N/A,N/A,8582693888,30.56,58.31,Energy,Oil & Gas Midstream,United States,USD,NYQ,False,"Glenn Greenberg, Kahn Brothers Group"
AMAT,"Applied Materials, Inc.",Dataroma,7,Add,31.047344,23.219402,10.443987,N/A,276.1,123.74,117.29,2.62,268.87,256.99,8573000192,7049999872,N/A,-1523000320,214193242112,0.28,85.24,Technology,Semiconductor Equipment & Materials,United States,USD,NMS,False,"Chase Coleman, Christopher Davis, Harry Burn, Thomas Gayner, William Von Mueffling, Torray Funds, David Katz"
AMBA,"Ambarella, Inc.",Dataroma,1,Hold,N/A,121.600426,5.4829297,N/A,96.69,38.86,93.41,22.27,75.16,70.84,295297984,13646000,N/A,-281651984,3235674880,4.78,85.79,Technology,Semiconductor Equipment & Materials,United States,USD,NMS,False,Meridian Contrarian Fund
AMBQ,"Ambiq Micro, Inc.",Dataroma,1,Buy,N/A,-22.67362,3.2602859,N/A,51.762,22.12,37.21,41.37,30.35,28.5,146490000,771000,N/A,-145719000,555805184,5.26,39.55,Technology,Semiconductors,United States,USD,NYQ,False,Lee Ainslie
AMD,"Advanced Micro Devices, Inc.",Dataroma,4,Buy,117.61579,34.59952,5.984735,N/A,267.08,76.48,192.19,16.33,223.47,214.16,7242999808,3870000128,N/A,-3372999680,363818450944,0.44,69.72,Technology,Semiconductors,United States,USD,NMS,False,"Meridian Contrarian Fund, Lee Ainslie, Viking Global Investors, David Tepper"
AME,"AMETEK, Inc.",Dataroma,1,Add,32.98738,26.20362,4.5735655,N/A,210.14,145.02,44.21,0.48,209.14,205.31,439236992,2746409984,N/A,2307172992,48301711360,0.34,90.3,Industrials,Specialty Industrial Machinery,United States,USD,NYQ,False,Francois Rochon
AMG,"Affiliated Managers Group, Inc.",Dataroma,1,Hold,17.275719,9.605546,2.4449599,N/A,299.69,139.22,107.48,3.62,288.85,288.28,561600000,2543600128,N/A,1982000128,8206824960,3.68,98.07,Financial Services,Asset Management,United States,USD,NYQ,False,Charles Bobrinskoy
AMGN,Amgen Inc.,Dataroma,2,Add,25.31994,14.925278,18.341824,N/A,346.38,257.05,27.46,5.41,327.64,327.31,9445000192,54586998784,N/A,45141998592,176427810816,0.21,83.84,Healthcare,Drug Manufacturers - General,United States,USD,NMS,False,"Torray Funds, David Katz"
AMH,American Homes 4 Rent,Dataroma,2,Add,27.050848,36.947437,1.6541431,N/A,39.49,30.11,6.01,19.17,31.92,32.1,45631000,4860788224,N/A,4815157224,13485654016,7.74,90.3,Real Estate,REIT - Residential,United States,USD,NYQ,False,"Third Avenue Management, Christopher Davis"
AMPX,"Amprius Technologies, Inc.",Dataroma,1,Buy,N/A,-67.23077,11.049304,N/A,16.03,1.7,414.12,45.48,8.74,7.89,73224000,37703000,N/A,-35521000,1140428672,8.55,52.36,Industrials,Electrical Equipment & Parts,United States,USD,NYQ,False,Polen Capital Management
AMPY,Amplify Energy Corp.,Dataroma,1,Reduce,N/A,13.228572,0.47687715,N/A,6.62,2.27,103.96,30.06,4.63,4.57,N/A,127531000,N/A,N/A,187403872,18.9,41.72,Energy,Oil & Gas E&P,United States,USD,NYQ,False,Yacktman Asset Management
AMR,"Alpha Metallurgical Resources, Inc.",Dataroma,2,Add,N/A,9.502106,1.6477327,N/A,215.3,97.41,108.46,5.69,203.06,199.88,457924000,4973000,N/A,-452951000,2650709504,12.89,88.23,Basic Materials,Coking Coal,United States,USD,NYQ,False,"Mohnish Pabrai, Guy Spier"
AMRC,"Ameresco, Inc.",Dataroma,1,Reduce,25.773108,25.259846,1.5325805,N/A,44.93,8.49,261.25,31.74,30.67,29.29,94551000,2463020032,N/A,2368469032,1619297920,8.46,98.59,Industrials,Engineering & Construction,United States,USD,NYQ,False,First Eagle Investment Management
AMRZ,Amrize Ltd,"Dataroma, Substack",1,Buy,23.192469,20.277142,2.3763182,N/A,56.76,44.12,25.63,2.34,55.43,54.08,826000000,6888000000,N/A,6062000000,30657337344,7.23,50.73,Basic Materials,Building Materials,Switzerland,USD,NYQ,False,Leon Cooperman
AMRZ.SW,AMRIZE N,Dataroma,1,Hold,23.05291,20.76657,2.3579838,N/A,46.08,35.2,23.78,5.45,43.57,43.62,826000000,6888000000,N/A,6062000000,24097783808,7.23,50.73,Basic Materials,Building Materials,Switzerland,CHF,EBS,True,Steven Romick
AMSC,American Superconductor Corporation,Dataroma,2,Add,85.35135,29.60616,4.170078,N/A,70.49,13.98,125.89,55.2,31.58,28.78,212891008,3649000,N/A,-209242008,1503332224,3.83,74.04,Industrials,Specialty Industrial Machinery,United States,USD,NMS,False,"Meridian Contrarian Fund, Polen Capital Management"
AMT,American Tower Corporation,Dataroma,4,Reduce,27.834394,25.174915,20.708447,N/A,234.33,170.77,2.36,25.4,174.8,175.57,1950700032,45011197952,N/A,43060497920,81850318848,0.16,95.43,Real Estate,REIT - Specialty,United States,USD,NYQ,False,"Chuck Akre, Christopher Davis, William Von Mueffling, Torray Funds"
AMTM,"Amentum Holdings, Inc.",Dataroma,1,Hold,112.888885,11.089039,1.6472114,N/A,31.871,16.01,90.38,4.36,30.48,29.0,440000000,4167000064,N/A,3727000064,7428343808,2.12,1.01,Industrials,Specialty Business Services,United States,USD,NYQ,False,Ruane Cunniff
AMWD,American Woodmark Corporation,Dataroma,1,Add,12.96934,20.316477,0.8630892,N/A,83.72,47.15,16.63,34.32,54.99,53.9,52066000,494737984,N/A,442671984,801158656,1.7,1.02,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,USD,NMS,False,First Eagle Investment Management
AMZN,"Amazon.com, Inc.",Dataroma,25,Buy,31.946404,28.871672,6.5487027,N/A,258.6,161.38,40.35,12.41,226.5,230.82,94196998144,160437993472,N/A,66240995328,2421333950464,9.18,66.75,Consumer Cyclical,Internet Retail,United States,USD,NMS,False,"Lee Ainslie, Daniel Loeb, ValueAct Capital, Glenn Greenberg, Bill Ackman, Stephen Mandel, Warren Buffett, Chase Coleman, Triple Frond Partners, Josh Tarasoff, AltaRock Partners, David Tepper, AKO Capital, John Armitage, Polen Capital Management, Christopher Davis, Thomas Gayner, Wallace Weitz, Samantha McLemore, Torray Funds, Robert Olstein, Dodge & Cox, Mairs & Power Growth Fund, David Katz, Steven Romick"
AN,"AutoNation, Inc.",Dataroma,2,Add,12.167355,9.772231,3.0315664,N/A,228.92,148.33,39.2,9.8,206.48,206.48,97600000,9805599744,N/A,9707999744,7530774528,1.16,95.76,Consumer Cyclical,Auto & Truck Dealerships,United States,USD,NYQ,False,"Lee Ainslie, Glenn Greenberg"
AN3-F,AN3-F,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Tweedy Browne Co.
ANET,"Arista Networks, Inc.",Dataroma,1,Reduce,50.79848,39.76321,14.128595,N/A,164.94,59.43,124.8,19.0,133.6,131.03,10106200064,0,N/A,-10106200064,168240496640,17.94,70.02,Technology,Computer Hardware,United States,USD,NYQ,False,Francois Rochon
ANGI,Angi Inc.,Dataroma,2,Reduce,17.328766,6.1441464,0.5559462,N/A,20.7,10.25,23.41,38.89,12.65,12.93,340688992,537062976,N/A,196373984,560928384,10.1,99.7,Communication Services,Internet Content & Information,United States,USD,NMS,False,"Christopher Davis, Samantha McLemore"
AON,Aon plc,Dataroma,11,Buy,27.5416,18.07533,9.332087,N/A,412.97,323.73,6.34,16.64,344.27,352.88,1166000000,17617999872,N/A,16451999872,74233765888,3.04,87.8,Financial Services,Insurance Brokers,Ireland,USD,NYQ,False,"Viking Global Investors, Warren Buffett, Polen Capital Management, Jensen Investment Management, Yacktman Asset Management, Thomas Gayner, Wallace Weitz, William Von Mueffling, Dodge & Cox, David Katz, Steven Romick"
AORT,"Artivion, Inc.",Dataroma,1,Reduce,N/A,52.677727,4.8012958,N/A,48.25,21.97,102.37,7.85,44.46,45.61,73426000,261988992,N/A,188562992,2106289792,4.16,91.37,Healthcare,Medical Devices,United States,USD,NYQ,False,First Eagle Investment Management
AOSL,Alpha and Omega Semiconductor Limited,Dataroma,1,Reduce,N/A,91.14572,0.7443972,N/A,46.65,15.9,29.94,55.71,20.66,19.81,202412000,201560992,N/A,-851008,621069568,16.69,74.6,Technology,Semiconductors,United States,USD,NMS,False,First Eagle Investment Management
APA,APA Corporation,Dataroma,3,Reduce,6.066986,9.42313,1.512044,N/A,27.72,13.58,86.75,8.51,25.36,24.46,475000000,4591000064,N/A,4116000064,9073465344,0.43,99.19,Energy,Oil & Gas E&P,United States,USD,NMS,False,"Bill Nygren, Charles Bobrinskoy, Samantha McLemore"
APD,"Air Products and Chemicals, Inc.",Dataroma,4,Add,N/A,18.118176,3.7106118,N/A,341.14,229.11,9.32,26.58,250.47,245.23,1869100032,18430300160,N/A,16561200128,55752556544,1.92,94.93,Basic Materials,Specialty Chemicals,United States,USD,NYQ,False,"Viking Global Investors, Jensen Investment Management, Thomas Gayner, Dodge & Cox"
APG,APi Group Corporation,Dataroma,1,Reduce,108.25,23.240143,4.947315,N/A,40.58,20.503332,90.07,3.97,38.97,38.26,555000000,3052000000,N/A,2497000000,16207854592,10.73,84.36,Industrials,Engineering & Construction,United States,USD,NYQ,False,Viking Global Investors
APH,Amphenol Corporation,Dataroma,5,Buy,46.570004,34.82772,13.6542225,N/A,144.37,56.45,147.49,3.23,139.71,135.14,3888100096,8067100160,N/A,4179000064,171012816896,0.54,97.89,Technology,Electronic Components,United States,USD,NYQ,False,"Stephen Mandel, John Armitage, Jensen Investment Management, Torray Funds, David Katz"
APO,"Apollo Global Management, Inc.",Dataroma,4,Reduce,21.37172,15.837915,3.9141924,N/A,174.91,102.58,42.92,16.18,146.61,144.76,35970998272,37646999552,N/A,1676001280,85095759872,26.37,66.4,Financial Services,Asset Management,United States,USD,NYQ,False,"Daniel Loeb, Chase Coleman, Leon Cooperman, Thomas Gayner"
APP,AppLovin Corporation,Dataroma,4,Add,73.00118,44.346333,142.01195,N/A,745.61,200.5,208.39,17.07,618.32,673.82,1666898944,3511964928,N/A,1845065984,209146691584,18.72,82.86,Communication Services,Advertising Agencies,United States,USD,NMS,False,"Viking Global Investors, Stephen Mandel, Chase Coleman, Christopher Davis"
APPF,"AppFolio, Inc.",Dataroma,1,Buy,41.359066,35.974064,16.587702,N/A,326.04,190.24,21.09,29.34,230.37,232.65,200148992,39246000,N/A,-160902992,8275205120,4.88,88.3,Technology,Software - Application,United States,USD,NGM,False,Polen Capital Management
APTV,Aptiv PLC,Dataroma,3,Add,59.42424,9.340519,1.8300166,N/A,88.8,47.19,66.22,11.67,78.44,76.09,1640000000,8169999872,N/A,6529999872,17081079808,0.46,1.01,Consumer Cyclical,Auto Parts,Switzerland,USD,NYQ,False,"Alex Roepers, Sarah Ketterer, Robert Olstein"
AR,Antero Resources Corporation,Dataroma,1,Reduce,18.100529,8.934074,1.4361881,N/A,44.02,29.1,17.56,22.29,34.21,34.46,N/A,3570248960,N/A,N/A,10568529920,6.58,88.01,Energy,Oil & Gas E&P,United States,USD,NYQ,False,Kahn Brothers Group
ARE,"Alexandria Real Estate Equities, Inc.",Dataroma,1,Add,N/A,14.235465,0.5013155,N/A,105.14,44.1,11.04,53.42,48.97,48.94,579473984,13955526656,N/A,13376052672,8463243264,0.94,98.11,Real Estate,REIT - Office,United States,USD,NYQ,False,Christopher Davis
ARKAY,Arkema S.A.,Dataroma,1,Hold,33.358696,10.483383,0.6355441,N/A,91.51,56.28,9.06,32.93,61.38,61.04,1952999936,4256000000,N/A,2303000064,4643066368,0.0,0.0,Basic Materials,Specialty Chemicals,France,USD,PNK,False,Tweedy Browne Co.
ARLO,"Arlo Technologies, Inc.",Dataroma,1,Add,441.0,16.926817,10.826513,N/A,19.94,7.84,68.75,33.65,13.23,13.99,165544000,8854000,N/A,-156690000,1402277760,3.06,1.0,Industrials,Building Products & Equipment,United States,USD,NYQ,False,Polen Capital Management
ARLP,"Alliance Resource Partners, L.P.",Dataroma,1,Hold,12.322752,8.70111,1.6503685,N/A,30.56,22.2,4.91,23.79,23.29,23.23,94481000,471545984,N/A,377064984,2991088896,29.31,17.4,Energy,Thermal Coal,United States,USD,NMS,False,Bill Miller
ARMK,Aramark,Dataroma,2,Buy,29.983608,14.163089,3.0549526,N/A,44.49,29.92,22.26,17.78,36.58,36.86,639094976,5725958144,N/A,5086863168,9618129920,0.51,1.01,Industrials,Specialty Business Services,United States,USD,NYQ,False,"Lee Ainslie, John Armitage"
ARW,"Arrow Electronics, Inc.",Dataroma,2,Reduce,12.490607,9.5654745,0.9097128,N/A,134.74,86.5,30.68,16.11,113.04,110.18,213612000,3129486080,N/A,2915874080,5822843904,0.69,1.11,Technology,Electronics & Computer Distribution,United States,USD,NYQ,False,"Greenhaven Associates, FPA Queens Road Small Cap Value Fund"
ARX,Accelerant Holdings,Dataroma,1,Buy,N/A,24.015385,5.121391,N/A,31.18,11.2,39.38,49.94,15.61,16.35,1660800000,121900000,N/A,-1538900000,3462610944,49.22,46.65,Financial Services,Insurance Brokers,Cayman Islands,USD,NYQ,False,Chase Coleman
AS,"Amer Sports, Inc.",Dataroma,2,Buy,68.181816,32.56339,3.6938534,N/A,42.36,20.21,85.55,11.47,37.5,37.35,353300000,1867900032,N/A,1514600032,20796430336,65.74,34.79,Consumer Cyclical,Leisure,Finland,USD,NYQ,False,"Lee Ainslie, Viking Global Investors"
ASH,Ashland Inc.,Dataroma,2,Reduce,N/A,12.706359,1.4459665,N/A,73.31,45.21,32.38,18.36,59.85,58.67,215000000,1490000000,N/A,1275000000,2738861568,1.15,1.01,Basic Materials,Specialty Chemicals,United States,USD,NYQ,False,"Alex Roepers, Leon Cooperman"
ASHTF,Ashtead Group plc,Dataroma,3,Reduce,20.114805,14.795556,3.7703154,N/A,77.0,45.51,46.3,13.53,66.58,68.25,39600000,10586300416,N/A,10546700416,27732447232,0.25,68.72,Industrials,Rental & Leasing Services,United Kingdom,USD,PNK,False,"Ruane Cunniff, Thomas Russo, Dodge & Cox"
ASML,ASML Holding N.V.,Dataroma,8,Buy,40.820065,37.842888,20.196733,N/A,1172.77,578.51,101.17,0.77,1163.78,1069.86,5128200192,2704699904,N/A,-2423500288,451718512640,0.01,18.57,Technology,Semiconductor Equipment & Materials,Netherlands,USD,NMS,False,"Lee Ainslie, Valley Forge Capital Management, Triple Frond Partners, Duan Yongping, Pat Dorsey, David Tepper, Polen Capital Management, Hillman Value Fund"
ASND,Ascendis Pharma A/S,Dataroma,1,Add,N/A,54.350548,-63.715862,N/A,229.94,118.03,80.71,7.24,213.29,213.24,539091968,813649984,N/A,274558016,13031625728,0.76,1.06,Healthcare,Biotechnology,Denmark,USD,NMS,False,Polen Capital Management
ASO,"Academy Sports and Outdoors, Inc.",Dataroma,1,Buy,9.586397,8.03804,1.6201187,N/A,59.25,33.34,56.42,11.98,52.15,49.96,289487008,1869017984,N/A,1579530976,3477430016,1.36,1.16,Consumer Cyclical,Specialty Retail,United States,USD,NMS,False,Lee Ainslie
ASPI,ASP Isotopes Inc.,Dataroma,1,Add,N/A,-10.490618,7.099622,N/A,14.49,3.65,54.25,61.15,5.63,5.35,114038384,113656560,N/A,-381824,622531648,19.5,48.49,Basic Materials,Chemicals,United States,USD,NCM,False,Polen Capital Management
ASTE,"Astec Industries, Inc.",Dataroma,2,Add,21.354069,13.732308,1.5263338,N/A,50.83,29.65,50.52,12.2,44.63,43.32,71800000,352000000,N/A,280200000,1020948736,1.04,1.01,Industrials,Farm & Heavy Construction Machinery,United States,USD,NMS,False,"First Eagle Investment Management, Polen Capital Management"
ASTS,"AST SpaceMobile, Inc.",Dataroma,1,Hold,N/A,-108.333664,18.300812,N/A,102.79,17.5,376.97,18.8,83.47,72.63,1204281984,722483008,N/A,-481798976,30666987520,16.44,39.25,Technology,Communication Equipment,United States,USD,NMS,False,David Katz
ATAT,Atour Lifestyle Holdings Limited,Dataroma,1,Reduce,26.58,18.66035,10.463522,N/A,43.173,21.5,85.44,7.65,39.87,39.4,5737416192,1642609024,N/A,-4094807168,5509473792,6.04,74.58,Consumer Cyclical,Lodging,China,USD,NMS,False,Sarah Ketterer
ATEC,"Alphatec Holdings, Inc.",Dataroma,2,Add,N/A,101.189316,266.15384,N/A,22.66,8.81,135.64,8.38,20.76,21.04,155740992,591153024,N/A,435412032,3083901952,20.99,73.64,Healthcare,Medical Devices,United States,USD,NMS,False,"First Eagle Investment Management, Polen Capital Management"
ATMU,Atmus Filtration Technologies Inc.,Dataroma,1,Hold,21.92887,18.737062,12.372521,N/A,54.84,30.94,69.39,4.43,52.41,51.91,218300000,618200000,N/A,399900000,4305585664,0.29,1.04,Consumer Cyclical,Auto Parts,United States,USD,NYQ,False,Tweedy Browne Co.
ATRO,Astronics Corporation,Dataroma,2,Add,N/A,23.538462,18.427734,N/A,57.16,15.49,265.46,0.96,56.61,54.24,13479000,379387008,N/A,365908008,2016964480,2.2,94.27,Industrials,Aerospace & Defense,United States,USD,NMS,False,"First Eagle Investment Management, Polen Capital Management"
ATS,ATS Corporation,Dataroma,1,Hold,N/A,17.77894,2.0965526,N/A,32.73,20.9,33.44,14.79,27.89,27.54,197312000,1561325056,N/A,1364013056,2703892224,0.78,92.05,Industrials,Specialty Industrial Machinery,Canada,USD,NYQ,False,Prem Watsa
ATZ.TO,Aritzia Inc.,Dataroma,1,Hold,48.824997,32.836224,11.221988,N/A,120.17,36.51,220.95,2.49,117.18,117.35,352348992,1003817984,N/A,651468992,13509185536,0.11,51.38,Consumer Cyclical,Apparel Retail,Canada,CAD,TOR,True,Meridian Contrarian Fund
AU,AngloGold Ashanti plc,Dataroma,3,Add,18.771929,10.476112,5.6201167,N/A,91.65,23.53,263.79,6.6,85.6,85.28,2545999872,2315000064,N/A,-230999808,43218436096,0.19,76.29,Basic Materials,Gold,United States,USD,NYQ,False,"Howard Marks, Sarah Ketterer, First Eagle Investment Management"
AUR,"Aurora Innovation, Inc.",Dataroma,2,Buy,N/A,-8.234042,3.26032,N/A,10.77,3.6,7.5,64.07,3.87,3.84,1247000064,107000000,N/A,-1140000064,7489885696,24.59,72.81,Technology,Information Technology Services,United States,USD,NMS,False,"Daniel Loeb, Polen Capital Management"
AUROW,"Aurora Innovation, Inc.",Dataroma,1,Hold,N/A,N/A,0.20134792,N/A,0.2391,0.225,6.22,0.04,0.239,0.2251,1247000064,107000000,N/A,-1140000064,N/A,N/A,N/A,,,United States,USD,NMS,False,Daniel Loeb
AVAV,"AeroVironment, Inc.",Dataroma,1,Buy,N/A,55.532555,2.8822637,N/A,417.86,102.25,150.55,38.69,256.19,241.89,588480000,825934976,N/A,237454976,12792132608,0.77,89.98,Industrials,Aerospace & Defense,United States,USD,NMS,False,Polen Capital Management
AVB,"AvalonBay Communities, Inc.",Dataroma,1,Add,22.03663,34.793808,2.1380591,N/A,230.21,166.73,8.25,21.6,180.48,181.31,123313000,8897918976,N/A,8774605976,25697288192,0.36,96.57,Real Estate,REIT - Residential,United States,USD,NYQ,False,Christopher Davis
AVBP,"ArriVent BioPharma, Inc.",Dataroma,1,Hold,N/A,-5.317109,2.7859628,N/A,29.71,15.47,34.45,29.99,20.8,20.12,300265984,56000,N/A,-300209984,858652288,3.13,99.04,Healthcare,Biotechnology,United States,USD,NGM,False,Leon Cooperman
AVGO,Broadcom Inc.,Dataroma,7,Buy,73.0294,24.828209,5.869877,N/A,414.61,138.1,151.72,16.16,347.62,346.1,11105000448,40456998912,N/A,29351998464,1648161456128,2.0,79.26,Technology,Semiconductors,United States,USD,NMS,False,"Stephen Mandel, Chase Coleman, Polen Capital Management, William Von Mueffling, Torray Funds, David Katz, Steven Romick"
AVNW,"Aviat Networks, Inc.",Dataroma,1,Add,20.57143,6.9846406,1.0489001,N/A,26.83,15.8,36.71,19.49,21.6,21.38,64831000,109406000,N/A,44575000,277289312,9.38,79.05,Technology,Communication Equipment,United States,USD,NMS,False,First Eagle Investment Management
AVT,"Avnet, Inc.",Dataroma,1,Reduce,18.274075,7.9452496,0.82788014,N/A,57.24,39.22,25.8,13.8,49.34,48.08,175464992,3199079936,N/A,3023614944,4012795648,1.17,1.1,Technology,Electronics & Computer Distribution,United States,USD,NMS,False,Greenhaven Associates
AVTR,"Avantor, Inc.",Dataroma,4,Buy,N/A,12.57765,1.4028646,N/A,23.32,10.62,7.91,50.86,11.46,11.46,251900000,3857900032,N/A,3606000032,7813598208,1.38,1.02,Healthcare,Medical Instruments & Supplies,United States,USD,NYQ,False,"Mason Hawkins, Greenhaven Associates, Robert Olstein, Dodge & Cox"
AWI,"Armstrong World Industries, Inc.",Dataroma,2,Buy,28.24247,23.331007,9.557681,N/A,206.08,122.37,60.86,4.48,196.85,191.1,90100000,500100000,N/A,410000000,8515402752,1.24,1.03,Industrials,Building Products & Equipment,United States,USD,NYQ,False,"Polen Capital Management, Yacktman Asset Management"
AX,"Axos Financial, Inc.",Dataroma,3,Buy,11.744623,9.454663,1.7720542,N/A,93.84,54.46,60.45,6.88,87.38,86.16,2579117056,1621725952,N/A,-957391104,4949552640,4.53,81.69,Financial Services,Banks - Regional,United States,USD,NYQ,False,"First Eagle Investment Management, Polen Capital Management, FPA Queens Road Small Cap Value Fund"
AXL,"American Axle & Manufacturing Holdings, Inc.",Dataroma,1,Add,19.088234,10.242409,1.0723727,N/A,6.82,3.0,116.33,4.84,6.49,6.41,714099968,2738800128,N/A,2024700160,770339776,3.85,1.4,Consumer Cyclical,Auto Parts,United States,USD,NYQ,False,Bill Miller
AXON,"Axon Enterprise, Inc.",Dataroma,1,Reduce,178.30696,74.713455,14.681206,N/A,885.92,469.24,20.08,36.4,563.45,567.93,2444836096,2099134976,N/A,-345701120,44758929408,4.33,85.16,Industrials,Aerospace & Defense,United States,USD,NMS,False,Polen Capital Management
